logFC	AveExpr	t	P.Value	adj.P.Val	B
MGP_DBA2J_G0029966	0.34688992603295	7.78818226667555	26.1093535241734	1.08121416528742e-30	9.85493114609146e-29	59.7110998148263
MGP_DBA2J_G0020391	0.999930663150753	3.3460575833675	26.0479355140256	1.2060889857405e-30	1.08702981044422e-28	59.6426011918924
MGP_DBA2J_G0033170	1.03144693238296	5.55833413546352	25.9998415137611	1.31406574522761e-30	1.17126092087056e-28	59.5902988748564
MGP_DBA2J_G0018123	0.336808779841573	8.17780192792069	26.0307624678555	1.24356670692008e-30	1.11458120459676e-28	59.5619147478752
MGP_DBA2J_G0017723	0.848016800521144	1.84221359696338	26.3872056275512	6.61261728211529e-31	6.42658762725096e-29	59.5092260125813
MGP_DBA2J_G0016216	0.642425107140315	4.60795128153506	25.929332316616	1.49045267909659e-30	1.32117983911348e-28	59.5052417109016
MGP_DBA2J_G0035409	0.702405385535574	4.01270196062067	25.7705630454839	1.98136296339461e-30	1.72703125756637e-28	59.2232769851591
MGP_DBA2J_G0022078	0.695193470795913	6.32729102801335	25.8019141345506	1.87282188273112e-30	1.64207801272289e-28	59.1959461796599
MGP_DBA2J_G0031590	1.75264898788467	4.19463078804349	25.7510528910332	2.05212341481542e-30	1.77042283696349e-28	59.1874176538757
MGP_DBA2J_G0031466	-0.378080619336273	4.43802828171632	-25.7337008102602	2.11721816388316e-30	1.80725294380567e-28	59.1582333667922
MGP_DBA2J_G0034893	1.08564146151596	3.52801650636885	25.7343745958196	2.11465168548802e-30	1.80725294380567e-28	59.1162747405739
MGP_DBA2J_G0015767	0.447716516886906	5.38898189763001	25.7243967670108	2.15298383109592e-30	1.82810990247739e-28	59.0976683741783
MGP_DBA2J_G0015412	0.710530689215154	5.56720380311739	25.6968908719493	2.26236086004201e-30	1.90097227890926e-28	59.0401621437184
MGP_DBA2J_G0026645	0.291153160122053	7.36731470611266	25.6977684267005	2.2587853224385e-30	1.90097227890926e-28	58.9768821644201
MGP_DBA2J_G0018332	-0.880528038838212	2.62671235406332	-25.7678302836367	1.99112263005854e-30	1.72703125756637e-28	58.9498764837028
MGP_DBA2J_G0017998	-0.380575473359596	6.96232569716297	-25.6746328502588	2.3550032591351e-30	1.96856308702728e-28	58.9444537113256
MGP_DBA2J_G0019922	0.383120528992434	7.26538745835482	25.6212300387974	2.59336092942153e-30	2.15663360177101e-28	58.8399254207828
MGP_DBA2J_G0035107	1.79627939581965	0.276279877164458	27.7539366614099	6.27656217322856e-32	7.97321082997609e-30	58.8154113729232
MGP_DBA2J_G0031487	-0.647337488829148	3.62312218058134	-25.5324302161669	3.04547418708534e-30	2.51962231078194e-28	58.7736054894219
MGP_DBA2J_G0017661	1.32611437894869	2.04439529120232	25.8516857454214	1.71279562808797e-30	1.50997441901329e-28	58.7264773990506
MGP_DBA2J_G0035729	-0.375652703438775	5.79490118233108	-25.4904866370976	3.28619310156752e-30	2.70490578099943e-28	58.6507561678905
MGP_DBA2J_G0033768	-0.372560590786705	5.0408101043353	-25.4501235580882	3.53614868456764e-30	2.86986568557855e-28	58.6184549838657
MGP_DBA2J_G0018708	0.60349149540598	4.99160412980867	25.3783512139717	4.02949183438433e-30	3.18665645902561e-28	58.4914708325545
MGP_DBA2J_G0021964	0.73260365266986	3.18839583801589	25.4019544572861	3.85995341307099e-30	3.08280338678585e-28	58.476600659164
MGP_DBA2J_G0020057	0.402422437744775	5.17530626497087	25.3202325507312	4.48003115750658e-30	3.50856032349775e-28	58.3733158141722
